Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
4004,221300; 3575,534600; 3555,603000; 2,370800; 1526,668000; 11,007200; 3,680900; 2,647800; 
4015,874500; 3527,932500; 3548,120900; 2,435200; 1035,568700; 11,092100; 3,648500; 2,558400; 
4072,908100; 3526,977600; 3560,553000; 2,359900; 1550,088700; 11,459800; 3,673800; 2,598700; 
4043,258500; 3560,447800; 3540,954200; 2,424400; 1661,001600; 11,230700; 3,759600; 2,624800; 
4057,077600; 3555,715900; 3563,952500; 2,458100; 1710,641700; 11,216500; 3,753400; 2,632800; 
3986,110400; 3528,058600; 3570,894100; 2,356900; 1395,830700; 10,951400; 3,774000; 2,552400; 
4074,181100; 3515,293100; 3534,896000; 2,478700; 1561,982500; 11,334500; 3,727800; 2,622600; 
4061,028700; 3538,850200; 3567,857600; 2,426500; 1312,742600; 11,572500; 3,740100; 3,292900; 
4029,283200; 3509,784500; 3546,940400; 2,420100; 1891,644300; 11,368600; 3,710100; 2,628100; 
4098,077600; 3566,913300; 3525,178200; 2,425200; 1427,692800; 11,306300; 3,709900; 2,599600; 
4052,100100; 3516,792100; 3522,005200; 2,584300; 1231,295400; 11,108300; 3,761400; 2,551200; 
3989,388400; 3532,686100; 3521,743000; 2,390400; 1453,323300; 11,709800; 3,912100; 3,266200; 
4055,185300; 3568,600800; 3561,616700; 2,426000; 1087,080400; 11,064600; 3,606600; 2,555800; 
4079,807800; 3583,872000; 3622,665200; 2,467800; 1456,363600; 11,207300; 3,919800; 2,625500; 
4035,135200; 3566,485800; 3568,239400; 2,427700; 1561,765200; 11,476200; 3,731000; 5,546800; 
4095,749300; 3567,285100; 3584,079500; 2,423800; 1606,196000; 11,011200; 3,614700; 2,564300; 
4028,693200; 3559,673200; 3540,525700; 2,447100; 1316,897300; 11,076700; 3,624000; 2,555400; 
4049,206900; 3538,083000; 3554,559600; 2,363200; 1992,962500; 11,394800; 3,614100; 2,556700; 
4037,991400; 3554,619900; 3561,896200; 2,364000; 1436,037100; 11,236500; 3,624300; 2,602000; 
4072,221500; 3551,509200; 3552,605600; 2,372000; 1201,186000; 11,256100; 3,853100; 2,638000; 
4053,095500; 3562,916000; 3573,577400; 2,394200; 2558,089800; 11,081000; 3,632100; 2,564600; 
4061,060100; 3590,357200; 3561,815800; 2,419500; 1962,882300; 10,985800; 3,617500; 2,554500; 
3997,463200; 3582,884200; 3581,901600; 2,458000; 1877,806300; 11,321600; 3,716500; 2,625800; 
4094,859000; 3547,773500; 3561,880000; 2,421400; 1343,457600; 11,148100; 3,643200; 2,555500; 
4032,101100; 3538,164500; 3542,156500; 2,434100; 1548,757500; 11,030000; 3,642800; 2,565400; 
4042,955200; 3577,632000; 3529,249100; 2,371000; 2529,402800; 11,224400; 3,626100; 2,750900; 
4000,725600; 3517,956500; 3509,494200; 2,487100; 1404,625500; 11,233800; 3,781800; 2,620300; 
4034,070500; 3506,227900; 3520,902300; 2,381300; 1627,782000; 11,309800; 3,612700; 2,559800; 
3989,833600; 3522,598900; 3508,646400; 2,437000; 1805,182400; 11,266200; 3,712700; 2,624100; 
4016,257200; 3539,244600; 3508,552400; 2,360500; 2484,960600; 11,196400; 3,626400; 2,561000; 
4006,024600; 3525,415200; 3542,167800; 2,355900; 1127,819800; 13,265400; 3,679000; 2,690100; 
4029,523700; 3525,394900; 3554,507000; 2,362800; 1033,309500; 11,062200; 3,618200; 2,555700; 
4050,716200; 3575,690500; 3503,410800; 2,360500; 2502,849800; 11,268800; 3,780600; 2,628800; 
4050,147400; 3559,169800; 3570,545100; 2,422800; 2507,465500; 11,362100; 3,742500; 2,656300; 
4033,117700; 3557,355200; 3583,591200; 2,417500; 1604,522000; 11,315700; 3,687900; 2,552900; 
4060,757400; 3619,971400; 3561,156100; 2,429700; 1667,082700; 11,212000; 3,749800; 2,621000; 
4057,897300; 3549,978000; 3515,131100; 2,360000; 1268,653400; 11,309100; 3,714300; 2,623300; 
4142,237300; 3584,859300; 3574,664600; 2,427400; 2487,751600; 11,328300; 4,289600; 2,641000; 
4070,060600; 3574,143700; 3568,290200; 2,416900; 1117,075000; 10,968700; 3,680700; 2,556300; 
4029,492800; 3562,026600; 3549,637900; 2,495400; 1429,534400; 11,399300; 3,751000; 2,650800; 
