Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
1035,550700; 896,455500; 887,480900; 1,160800; 180,300100; 5,319100; 1,735100; 1,265000; 
1010,281700; 888,953100; 892,059600; 1,152900; 189,206200; 5,330200; 1,982500; 1,248100; 
1009,397000; 891,720900; 896,303000; 1,150700; 188,945300; 5,281600; 1,733400; 1,266800; 
1010,896400; 895,820600; 889,579000; 1,151900; 189,391500; 5,283000; 1,730700; 1,317900; 
1010,533500; 892,734400; 892,899700; 1,150800; 190,759100; 5,362200; 1,722200; 1,272300; 
1037,866600; 899,832200; 894,586800; 1,158800; 520,398600; 5,301800; 1,727900; 1,373100; 
1009,113500; 891,155900; 890,135000; 1,267300; 512,545800; 5,314700; 1,781400; 1,272600; 
1015,828600; 892,050100; 886,595700; 1,351400; 508,931800; 5,411500; 1,728300; 1,266900; 
1008,995200; 887,429400; 887,807600; 1,153100; 204,941300; 5,283600; 1,724100; 1,265200; 
1004,915100; 894,388500; 893,748300; 1,161500; 194,414400; 5,291300; 1,734100; 1,301400; 
1007,792900; 892,013000; 897,218600; 1,152200; 190,774400; 5,273300; 1,728200; 1,266000; 
1005,516400; 890,482100; 902,994800; 1,161600; 512,473900; 5,290000; 1,724900; 1,280300; 
1013,295700; 894,993100; 896,882200; 1,152600; 519,492500; 5,292200; 2,624000; 1,287400; 
1030,840600; 896,172300; 892,442900; 1,149100; 504,654100; 5,313000; 1,739400; 1,269700; 
1028,655800; 896,975700; 889,806300; 1,217200; 502,307900; 5,383800; 1,736200; 1,268100; 
1004,285300; 879,137000; 889,193800; 1,121200; 507,044600; 5,293200; 1,730200; 1,269000; 
995,412500; 889,992000; 884,094900; 1,153500; 504,224000; 5,262900; 1,682600; 1,236400; 
1001,048200; 880,683600; 878,532500; 1,126600; 505,653900; 5,164700; 1,684100; 1,238300; 
1002,803700; 877,957300; 887,344900; 1,167300; 87,666300; 5,552900; 1,737700; 1,277400; 
1019,563100; 901,103500; 889,753600; 1,155300; 511,674000; 5,926600; 1,739200; 1,276800; 
1003,513300; 887,375400; 891,588100; 1,155500; 500,616100; 5,159600; 1,682900; 1,229400; 
999,553800; 896,963500; 877,112200; 1,214500; 497,458300; 5,478100; 1,694000; 1,235200; 
1015,435300; 890,697700; 887,789100; 1,131400; 225,271900; 5,170300; 1,682300; 1,311300; 
996,594000; 878,253900; 882,207000; 1,129400; 495,240300; 5,313900; 1,805900; 1,267400; 
998,876400; 883,222800; 882,449700; 1,122100; 494,407100; 5,189000; 1,684000; 1,239200; 
999,049400; 893,281600; 883,809300; 1,152500; 495,471600; 5,174300; 1,679600; 1,303900; 
995,405700; 893,669000; 891,412600; 1,152600; 385,298400; 5,418500; 1,679800; 1,234700; 
1010,893900; 894,507300; 893,128400; 1,151100; 500,936600; 5,494100; 1,739500; 1,316300; 
1010,926800; 890,951200; 888,830800; 1,123000; 498,156100; 5,299500; 1,728000; 1,271900; 
1090,649800; 907,843000; 897,032400; 1,151100; 499,878700; 5,420900; 1,725500; 1,270100; 
1023,983700; 885,674900; 884,861400; 1,120800; 173,312000; 5,805600; 1,682600; 1,234500; 
1001,173100; 879,790800; 886,364400; 1,137400; 492,543400; 5,304800; 1,733800; 1,282000; 
1010,125200; 897,548800; 899,226800; 1,166600; 502,746800; 5,324900; 1,736500; 1,329000; 
1050,879500; 899,044400; 912,692600; 1,520500; 511,042900; 5,335100; 1,729100; 1,285100; 
1074,565000; 897,804400; 893,217300; 1,155100; 501,264800; 5,300600; 1,734000; 1,270200; 
1094,049200; 922,637800; 905,216100; 1,157600; 499,213100; 5,507100; 1,726800; 1,274800; 
1013,549200; 917,782300; 899,452400; 1,153200; 498,329200; 5,337100; 1,735100; 1,279900; 
1032,870900; 907,941500; 898,763000; 1,154800; 59,910800; 5,295800; 1,729400; 1,271100; 
1013,579700; 897,585700; 907,561900; 1,160200; 125,309300; 5,345600; 1,731100; 1,278000; 
1040,971000; 895,813800; 902,754700; 1,161600; 142,123200; 5,328600; 1,725400; 1,269200; 
