Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
56,116300; 120,035200; 25,995800; 1,190400; 1,690000; 3,156000; 1,731700; 1,509100; 
56,763300; 119,651700; 25,884800; 1,207800; 1,708400; 3,164800; 1,736300; 1,462500; 
59,172500; 119,555200; 25,932200; 1,196400; 1,662600; 3,123100; 1,736400; 1,679000; 
62,741500; 121,654200; 26,311900; 1,177100; 1,679700; 3,132200; 1,828300; 1,499200; 
56,662200; 120,452900; 25,869100; 1,194400; 1,675600; 3,126900; 1,737800; 1,500600; 
58,293600; 119,671700; 25,897800; 1,198000; 1,697200; 3,129200; 1,732200; 1,502200; 
57,073300; 119,506100; 25,699400; 1,171000; 1,636900; 3,053200; 1,684800; 1,423900; 
57,675600; 119,735200; 25,980400; 1,203400; 1,620000; 3,052600; 1,679800; 1,444700; 
57,291300; 120,389300; 25,963400; 1,208500; 1,637300; 3,218800; 1,743400; 1,510000; 
56,333000; 119,643900; 26,570100; 1,222200; 1,664900; 3,192800; 1,791500; 1,554300; 
57,449600; 119,653800; 26,329700; 1,190300; 1,650300; 3,126700; 1,713400; 1,532900; 
58,115200; 120,219800; 26,278600; 1,198900; 1,974500; 3,153900; 1,743200; 1,506900; 
56,867800; 120,404300; 25,937800; 1,204600; 1,649900; 3,124100; 1,723600; 1,575000; 
56,993400; 119,489200; 25,719300; 1,167000; 1,606400; 3,053100; 1,720300; 1,459400; 
59,341300; 119,052500; 25,392000; 1,171600; 1,607600; 3,267600; 1,665500; 1,462200; 
56,601000; 119,504800; 26,269000; 1,198300; 1,655700; 3,147700; 1,728300; 1,467400; 
57,096800; 119,932100; 25,858700; 1,192200; 1,828600; 3,131900; 1,738700; 1,494400; 
58,325600; 120,950900; 25,920300; 1,213900; 1,705300; 3,137400; 1,759100; 1,461300; 
56,049200; 118,313000; 25,708800; 1,176400; 1,668800; 3,126300; 2,027700; 1,438600; 
57,721700; 119,434600; 25,260000; 1,425500; 1,634900; 3,059200; 1,693900; 1,470900; 
57,218700; 119,244200; 25,515000; 1,159900; 1,664100; 3,064200; 1,696800; 1,572900; 
58,276200; 119,203200; 25,988600; 1,163700; 1,623100; 3,063200; 1,706300; 1,441600; 
57,900500; 119,314800; 25,342500; 1,200900; 1,706300; 3,049200; 1,671300; 1,460000; 
57,777100; 119,522400; 25,889300; 1,189100; 1,658400; 3,125800; 1,751100; 1,510200; 
57,527600; 118,898100; 25,900300; 1,162900; 1,611000; 3,050400; 1,693600; 1,440700; 
56,632200; 119,681400; 25,965400; 1,176600; 1,657900; 3,187000; 1,739200; 1,471600; 
56,255600; 118,734200; 26,281200; 1,245500; 1,650600; 3,124800; 1,754400; 1,469300; 
56,727900; 119,376200; 25,867200; 1,183800; 1,664800; 3,451800; 1,717100; 1,477200; 
58,971900; 118,798300; 25,596800; 1,183900; 1,612400; 3,051700; 1,727700; 1,763500; 
57,392200; 119,361800; 25,993200; 1,234900; 1,650900; 3,126900; 1,744200; 1,487500; 
56,680500; 122,943600; 26,196300; 1,194000; 1,964000; 3,197400; 1,753900; 1,481200; 
59,466100; 120,994600; 25,846600; 1,195000; 1,632800; 3,726300; 1,964000; 1,489300; 
55,997200; 119,081000; 25,649500; 1,188000; 1,808600; 3,294900; 1,853700; 1,531300; 
58,344100; 119,276000; 25,802400; 1,442200; 1,659200; 3,627500; 1,784100; 1,453500; 
57,248600; 120,071500; 25,946000; 1,231700; 1,632300; 3,138000; 1,740400; 1,474300; 
57,400500; 118,965700; 25,354000; 1,173100; 1,747500; 3,128800; 1,684400; 1,451800; 
59,074700; 119,062900; 25,871400; 1,172400; 1,748600; 3,213900; 1,963300; 1,592800; 
56,954200; 120,305900; 25,944700; 1,198400; 1,625200; 3,153400; 1,720400; 1,483000; 
60,153000; 120,402200; 25,951800; 1,192400; 1,628800; 3,131500; 1,708700; 1,492600; 
56,566100; 119,973000; 26,056500; 1,222600; 1,749800; 3,199500; 1,746300; 1,511400; 
