Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
694,604500; 616,952600; 619,553000; 0,959700; 320,994400; 4,325400; 1,460200; 1,376700; 
691,456000; 620,719000; 623,568800; 0,951000; 319,834000; 4,443700; 1,435700; 0,975100; 
698,138900; 621,797300; 623,140500; 0,953000; 118,561500; 4,242400; 1,431400; 0,970400; 
702,705000; 617,593600; 620,603900; 0,954500; 48,401200; 4,354600; 1,460400; 0,997300; 
709,036700; 622,487600; 636,125700; 0,992800; 325,997600; 4,376600; 1,498100; 0,990000; 
705,813700; 629,244400; 617,112300; 0,957100; 322,466100; 4,349200; 1,468300; 0,994000; 
697,305200; 612,196500; 610,970300; 0,930500; 313,338600; 4,350100; 1,428800; 0,962400; 
691,465000; 607,569200; 611,654700; 0,935900; 313,297700; 4,446100; 1,433300; 0,962300; 
697,219800; 620,050800; 612,253300; 0,931100; 320,892400; 4,445200; 1,472300; 1,001700; 
696,945600; 631,989500; 626,674900; 0,977200; 322,621200; 4,409200; 1,479000; 0,998300; 
695,977200; 610,536900; 610,573800; 0,922800; 312,546300; 4,401000; 1,427200; 0,964500; 
693,311500; 615,893200; 621,242000; 0,927300; 319,668300; 4,341300; 1,472800; 1,043300; 
694,435400; 622,894300; 628,812800; 0,951400; 318,785900; 4,332900; 1,459100; 0,991300; 
697,276500; 610,768900; 609,309300; 0,955000; 314,138000; 4,629800; 1,432500; 0,963200; 
692,458500; 610,729400; 610,856800; 0,960100; 313,688700; 4,218600; 1,427700; 0,962000; 
701,049000; 617,768900; 620,813600; 0,960100; 169,909500; 4,241000; 1,434800; 0,977500; 
701,284800; 609,715700; 618,087800; 0,951600; 319,136100; 4,419300; 1,465900; 0,987000; 
698,510500; 620,733100; 614,265600; 0,933700; 317,757300; 4,371100; 1,470500; 0,988900; 
695,088800; 616,022100; 612,726800; 0,957700; 317,415900; 4,334000; 1,465900; 0,989400; 
700,727900; 618,528200; 621,222600; 0,928100; 276,987700; 4,384100; 1,469200; 0,987200; 
698,176900; 640,334000; 638,675700; 0,959000; 12,186700; 4,356800; 2,352500; 1,535800; 
762,054200; 637,862700; 628,346700; 0,945400; 312,464800; 4,224500; 1,428600; 0,973000; 
743,045200; 631,237900; 623,496200; 1,012700; 324,753200; 4,343300; 1,525200; 0,981700; 
706,221200; 632,128600; 616,311500; 0,956800; 319,025100; 6,449400; 2,287100; 1,247900; 
731,596600; 616,251600; 624,695900; 0,954500; 311,632400; 4,409600; 1,466800; 0,985300; 
701,908300; 617,130200; 610,544600; 1,034400; 307,116800; 4,451800; 1,432500; 0,963100; 
692,558100; 616,868100; 624,890300; 0,965200; 324,141400; 6,530500; 2,240800; 1,593000; 
731,645400; 623,174700; 621,526900; 0,966300; 312,480900; 4,442000; 1,476500; 0,997300; 
703,250700; 612,319400; 619,471000; 0,950600; 314,384500; 4,347700; 1,464000; 0,997800; 
703,855500; 624,984900; 618,701500; 0,950100; 313,543500; 4,477100; 1,466000; 0,993700; 
709,996700; 621,269600; 619,955300; 0,953500; 313,168400; 4,381000; 1,462600; 0,992800; 
715,875200; 624,008700; 632,574100; 0,962300; 317,826700; 5,143600; 1,472300; 1,028500; 
706,274800; 620,756100; 621,997200; 0,932200; 307,721100; 4,417400; 1,465300; 0,988800; 
693,724600; 613,728900; 618,942300; 0,964200; 310,147500; 4,378700; 1,468900; 0,993500; 
700,112000; 618,091100; 620,150900; 0,960700; 320,086800; 6,562700; 2,172000; 1,447300; 
747,812200; 629,553600; 627,841600; 1,270100; 308,582200; 4,476600; 2,162400; 0,952400; 
694,861900; 615,048100; 609,950800; 0,927600; 306,902300; 4,219200; 1,429000; 0,968800; 
689,692100; 612,875200; 611,619200; 0,952600; 303,949800; 4,226300; 1,554900; 0,963300; 
695,233200; 617,878700; 611,144900; 0,932300; 306,853500; 4,335200; 1,473100; 0,995300; 
703,328800; 619,170800; 630,424800; 1,024500; 16,353200; 4,451800; 2,053600; 1,001900; 
