Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
1590,544000; 3360,456900; 707,467300; 7,438100; 10,992300; 20,202700; 12,572100; 10,149900; 
1596,781700; 3343,852400; 703,203600; 7,273800; 10,739000; 19,827500; 12,330800; 10,072800; 
1600,414200; 3335,490900; 706,490500; 7,428100; 10,755100; 20,041000; 12,252200; 10,721900; 
1588,182100; 3345,087500; 711,798700; 7,732500; 10,339400; 19,791000; 12,251600; 10,214800; 
1591,534600; 3351,351500; 705,441800; 7,259800; 10,732500; 19,949000; 12,190200; 10,363200; 
1586,182900; 3351,878400; 707,821900; 7,078600; 10,802900; 19,846200; 12,690900; 10,056500; 
1607,582700; 3349,799800; 704,094200; 8,147900; 10,986900; 20,229200; 12,493700; 10,370900; 
1581,200900; 3354,137900; 703,151200; 7,293900; 10,521800; 19,903100; 12,613700; 9,950600; 
1584,646400; 3344,181800; 703,276500; 7,933600; 10,727100; 19,691100; 12,394500; 10,125700; 
1602,465000; 3352,061000; 702,693800; 7,318500; 10,713800; 19,883500; 12,478400; 10,378200; 
1595,189000; 3337,255800; 703,868200; 7,365200; 10,760500; 20,402500; 12,843900; 10,292200; 
1593,981400; 3347,480000; 703,733800; 7,323700; 10,344800; 19,908000; 12,098000; 10,380100; 
1589,852400; 3348,979900; 717,623600; 7,353900; 11,169500; 20,434400; 12,620500; 11,335200; 
1630,900000; 3355,120000; 701,867200; 7,288800; 10,888300; 20,158800; 12,580400; 10,391100; 
1594,862800; 3358,613200; 706,590300; 7,413900; 10,982100; 20,273800; 12,640200; 10,587900; 
1605,961400; 3347,458200; 708,872400; 7,366700; 10,502700; 19,801000; 12,531100; 10,232100; 
1594,446500; 3360,390000; 706,659700; 7,319400; 10,816900; 20,097200; 12,616300; 10,547700; 
1592,835000; 3335,727800; 704,448600; 7,411000; 10,747500; 19,924500; 12,427200; 10,010500; 
1602,660100; 3352,100700; 701,113400; 7,500900; 10,599400; 20,235900; 12,430400; 10,236100; 
1583,538000; 3354,062600; 702,564300; 7,247100; 10,439400; 19,970400; 12,344000; 10,062100; 
1598,065100; 3343,708500; 706,223400; 7,201300; 10,596700; 19,744200; 12,152700; 9,965200; 
1595,743900; 3363,619400; 706,301200; 7,286000; 10,382600; 19,889800; 12,226800; 10,452300; 
1594,340200; 3345,232200; 704,357300; 7,196000; 10,637800; 19,753800; 12,470400; 9,832900; 
1590,640000; 3351,580100; 705,082100; 7,618600; 10,532800; 20,470800; 12,670700; 10,305600; 
1593,273000; 3344,857800; 702,429500; 7,409000; 10,389800; 19,656500; 12,552600; 10,438400; 
1605,377200; 3355,227000; 707,321800; 7,150800; 10,345100; 20,409900; 12,314800; 9,894300; 
1600,353500; 3347,054200; 708,381800; 7,904100; 10,732000; 20,010300; 12,644200; 10,099300; 
1607,136900; 3344,277000; 705,606100; 7,274200; 10,514200; 19,989800; 12,338100; 10,655100; 
1597,780600; 3355,516000; 703,275300; 7,730200; 10,565900; 20,154500; 12,440000; 10,396800; 
1588,318100; 3336,835800; 701,413200; 7,523600; 10,311900; 20,166500; 12,040000; 10,282200; 
1605,329000; 3347,002000; 703,614900; 7,181300; 10,516400; 19,891800; 12,143900; 10,016100; 
1596,173500; 3349,569900; 704,850000; 7,343200; 10,468500; 19,833000; 12,230300; 9,990600; 
1598,448900; 3345,000300; 700,642000; 7,250400; 10,446100; 20,715000; 12,462400; 10,121800; 
1594,379200; 3379,337500; 714,259500; 7,354600; 10,076900; 20,704800; 12,134400; 10,369700; 
1595,633700; 3341,158100; 704,121400; 7,366000; 10,364600; 19,892200; 12,328600; 10,120100; 
1606,313100; 3355,968500; 705,774500; 7,204500; 10,443900; 20,357400; 12,254200; 10,620500; 
1603,955600; 3341,505800; 708,869600; 7,208000; 11,024500; 20,113300; 12,295100; 10,546200; 
1598,780500; 3358,194000; 705,308000; 7,225100; 10,181600; 19,918400; 12,359100; 10,242500; 
1591,140000; 3349,585500; 704,265400; 7,604800; 10,289700; 19,726100; 12,209100; 10,564200; 
1601,284400; 3349,802100; 703,293100; 7,326800; 10,122500; 19,938300; 12,095400; 10,443000; 
