Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
250,640200; 224,256300; 222,150200; 0,579500; 52,185800; 2,668200; 0,782000; 0,539600; 
251,396400; 222,083800; 219,785300; 0,538100; 52,374800; 2,446100; 0,784000; 0,544200; 
251,355200; 225,290400; 219,605700; 0,534300; 52,744300; 2,446000; 0,784000; 0,535600; 
250,725100; 221,665400; 219,330900; 0,539100; 52,126600; 2,440900; 0,776900; 0,539500; 
250,640000; 222,075400; 221,906800; 0,666000; 52,067500; 2,436600; 0,776900; 0,542800; 
254,004400; 227,461300; 223,446100; 0,545500; 53,261900; 2,679100; 0,900700; 0,573400; 
251,326800; 224,416300; 225,649600; 0,549600; 53,654200; 2,536200; 0,813400; 0,713700; 
253,655900; 223,803200; 224,269700; 0,550300; 22,749400; 2,505400; 0,805000; 0,551500; 
251,153600; 222,864800; 222,852100; 0,548500; 52,683000; 2,433800; 0,780200; 0,537800; 
254,471000; 224,230200; 224,507300; 0,548500; 53,455700; 2,515100; 0,801100; 0,559700; 
254,364500; 220,733400; 221,358300; 0,540000; 52,532000; 2,499200; 0,798900; 0,557700; 
252,425600; 223,707100; 219,442100; 0,532400; 51,458800; 2,441100; 0,775200; 0,541800; 
251,309200; 225,174500; 225,762900; 0,548000; 53,465700; 2,615800; 0,799300; 0,670000; 
251,977200; 223,519000; 223,183200; 0,538900; 53,507500; 2,514000; 0,804500; 0,930300; 
254,153500; 224,241000; 226,617300; 0,551500; 52,804400; 2,530700; 0,801300; 0,552300; 
255,036000; 223,768300; 223,249700; 0,548100; 52,168700; 2,508400; 0,800800; 0,552800; 
252,115200; 223,670700; 223,680600; 0,547200; 52,199600; 2,511200; 0,805200; 0,555600; 
254,040000; 224,214500; 223,325600; 0,550900; 52,271600; 2,515000; 0,800600; 0,551900; 
252,860700; 223,293900; 226,980500; 0,553800; 52,968300; 2,511000; 0,813500; 0,551700; 
266,984200; 228,264000; 224,221300; 0,657900; 52,148300; 2,502200; 0,797900; 0,555900; 
261,357600; 225,615100; 225,312300; 0,550000; 52,110500; 2,499100; 0,806000; 0,548900; 
253,499600; 224,358300; 223,596000; 0,577300; 52,144100; 2,557700; 0,822000; 0,552000; 
256,941500; 224,224500; 223,730300; 0,546900; 51,562900; 2,503300; 0,801000; 0,566200; 
248,304900; 222,361600; 225,710000; 0,553000; 51,603300; 2,521600; 0,803100; 0,549400; 
250,998500; 221,604700; 219,108600; 0,533700; 50,418100; 2,435500; 0,781800; 0,537900; 
247,602800; 222,299800; 223,736400; 0,552300; 51,726900; 2,514400; 0,798000; 0,552300; 
250,590400; 220,909000; 223,264100; 0,544000; 51,223100; 2,487300; 0,776900; 0,543300; 
249,241300; 221,591200; 218,895300; 0,535300; 50,366100; 2,509600; 0,777000; 0,537300; 
250,122200; 221,531900; 218,673600; 0,531700; 50,388700; 2,443600; 0,780500; 0,538400; 
249,065000; 221,378300; 218,926500; 0,534000; 50,713700; 2,527100; 0,782200; 0,540100; 
252,108500; 220,892500; 222,518400; 0,554200; 50,982300; 2,507700; 0,806600; 0,538600; 
252,622900; 221,642600; 219,198600; 0,533400; 50,269600; 2,440600; 0,784900; 0,534100; 
252,707300; 222,838000; 221,264600; 0,535100; 50,123500; 2,442400; 0,780100; 0,538200; 
249,007600; 222,771100; 221,489300; 0,538300; 50,170000; 2,443000; 0,781700; 0,538900; 
251,612700; 222,630100; 222,448500; 0,550900; 51,320000; 2,500300; 0,805000; 0,554500; 
250,764400; 223,878100; 220,163300; 0,535000; 50,063100; 2,443800; 0,779500; 0,540800; 
252,072300; 223,079900; 222,787800; 0,546900; 50,776200; 2,514700; 0,806900; 0,739100; 
250,569700; 221,790400; 221,856700; 0,555500; 50,501700; 2,516400; 0,805500; 0,548800; 
250,636300; 221,603700; 219,520800; 0,537300; 50,008800; 2,514700; 0,796800; 0,558400; 
251,932000; 221,686300; 222,094000; 0,539900; 51,871200; 2,534900; 0,785300; 0,540300; 
