Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
26,120100; 360,522500; 172,934700; 1,134900; 1,653300; 4,238700; 1,602600; 1,242400; 
27,012900; 359,628900; 173,450500; 1,281200; 1,704100; 4,106500; 1,586300; 1,242000; 
26,138900; 355,958200; 175,670200; 1,172900; 1,776300; 4,100600; 1,618700; 1,255800; 
26,635700; 353,461300; 175,789900; 1,149700; 1,729700; 4,122900; 1,648500; 1,265900; 
26,385900; 361,873600; 175,988900; 1,148300; 1,733400; 4,167300; 1,621200; 1,298500; 
26,723800; 361,621700; 176,501200; 1,156800; 1,780600; 4,095400; 1,631900; 1,290900; 
26,709300; 359,515400; 176,396900; 1,182400; 1,844900; 4,141900; 1,783800; 1,280300; 
26,266200; 358,836000; 178,999200; 1,185600; 1,851900; 4,090600; 1,614400; 1,259500; 
27,817100; 359,053600; 175,961200; 1,139900; 1,814700; 4,097000; 1,623300; 1,337100; 
26,121100; 361,795600; 175,588600; 1,158200; 1,811600; 4,091700; 1,622300; 1,264000; 
26,372000; 362,829500; 175,996300; 1,153300; 1,787900; 4,099700; 1,730100; 1,290700; 
26,626400; 359,772200; 175,246800; 1,175900; 1,872500; 4,087800; 1,640100; 1,288000; 
26,596600; 359,930000; 175,900000; 1,159500; 1,771400; 4,159400; 1,622100; 1,299500; 
25,799700; 362,586500; 175,971800; 1,144400; 1,779300; 4,113400; 1,617600; 1,407600; 
26,738500; 361,048900; 176,277700; 1,815800; 1,814500; 4,121600; 1,633700; 1,278400; 
26,570800; 358,548100; 175,755500; 1,179100; 1,688000; 4,157600; 1,631200; 1,288300; 
27,271200; 364,450900; 176,204500; 1,177100; 1,685300; 4,226300; 1,637800; 1,284500; 
26,922600; 362,251400; 178,566900; 1,297200; 1,871600; 4,293400; 1,660900; 1,324700; 
26,701700; 360,411200; 175,152900; 1,169200; 1,709900; 4,114600; 1,619700; 1,286300; 
26,535900; 362,343900; 176,752600; 1,147000; 1,695700; 4,194800; 1,668100; 1,265100; 
26,763800; 359,195800; 173,616100; 1,143400; 1,731800; 4,095200; 1,611600; 1,279100; 
26,291400; 358,763900; 173,465500; 1,264200; 1,631100; 3,994500; 1,590800; 1,238200; 
25,760000; 355,786700; 177,079300; 1,159600; 1,772100; 4,108600; 1,629300; 1,288000; 
26,133800; 366,236100; 176,387300; 1,164400; 1,776200; 4,117800; 1,653900; 1,272600; 
26,293700; 359,927300; 175,782300; 1,147200; 1,717000; 4,142700; 1,823400; 1,279900; 
29,869700; 362,463000; 175,408200; 1,163500; 1,833200; 4,114600; 1,638500; 1,384600; 
26,649500; 360,167600; 177,408200; 1,178000; 1,878500; 4,100600; 1,605200; 1,258000; 
26,437600; 353,399700; 173,254300; 1,120700; 1,744000; 4,108300; 1,656200; 1,250100; 
26,408100; 358,214400; 175,201700; 1,159000; 1,811700; 4,088900; 1,618100; 1,278300; 
26,609600; 359,310300; 174,603800; 1,143700; 1,748100; 3,992000; 1,762900; 1,430100; 
26,511000; 355,360000; 175,451400; 1,189700; 1,816900; 4,267300; 1,618400; 1,298400; 
27,642600; 365,881000; 175,439300; 1,159400; 1,794000; 4,097600; 1,715000; 1,283400; 
26,309800; 358,227500; 174,973800; 1,134800; 1,734400; 4,143300; 1,574500; 1,238500; 
26,176500; 358,091800; 173,348000; 1,132400; 1,710300; 4,161400; 1,803300; 1,244700; 
26,399000; 352,935400; 174,466400; 1,142300; 1,750000; 4,146900; 1,630500; 1,263600; 
26,565500; 357,380500; 173,082000; 1,448300; 1,635200; 3,997400; 1,585700; 1,299200; 
25,936800; 357,096400; 174,975900; 1,148700; 1,648300; 4,091500; 1,627400; 1,280200; 
26,556400; 357,322000; 174,384000; 1,130200; 1,643500; 3,998800; 1,572000; 1,245500; 
25,725900; 360,951300; 174,207300; 1,167600; 1,686200; 4,189100; 1,612900; 1,289400; 
26,623600; 355,056300; 175,216700; 1,127400; 1,601300; 3,984500; 1,569700; 1,269100; 
