Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
2055,829000; 7,183600; 7,513900; 7,197700; 8,707800; 15,220300; 12,609800; 11,502700; 
2043,716700; 7,338800; 7,164800; 7,349300; 8,622800; 15,215200; 12,572500; 11,236200; 
2085,725500; 7,336100; 7,109100; 7,401000; 8,564800; 15,250000; 12,520900; 10,958000; 
2057,161900; 7,428600; 7,076700; 7,332100; 8,406700; 15,265400; 12,481400; 10,901900; 
2069,367900; 7,329600; 7,191300; 7,580600; 8,596000; 15,171700; 12,465100; 11,775000; 
2082,973500; 7,358000; 7,350300; 7,468800; 8,638100; 15,457100; 12,734300; 11,503500; 
2044,411400; 7,395600; 7,247000; 7,453700; 8,708900; 15,376500; 12,923500; 11,066300; 
2050,317100; 7,474300; 7,231100; 7,577400; 8,512600; 15,173800; 12,716100; 11,695300; 
2061,308000; 7,414100; 7,623700; 7,679000; 8,632900; 15,619800; 13,043400; 11,238300; 
2052,607000; 7,525600; 7,041700; 7,394100; 8,434000; 15,207900; 12,460200; 11,413400; 
2054,990900; 7,104800; 7,082400; 7,314500; 8,586700; 15,238800; 12,435000; 11,253300; 
2051,400200; 7,390200; 7,223500; 7,363300; 8,709400; 15,150800; 12,842500; 11,197900; 
2053,014500; 7,083100; 7,155100; 7,223400; 8,973500; 14,940100; 12,602700; 11,124000; 
2056,606900; 7,400400; 7,133400; 7,524000; 8,590500; 15,303700; 12,790300; 11,398100; 
2045,892200; 7,613000; 7,137600; 7,465200; 8,631300; 15,194400; 12,919800; 11,466700; 
2044,771600; 7,685200; 7,121200; 7,426400; 8,569900; 15,167000; 12,493300; 11,296400; 
2100,657300; 7,198000; 7,125600; 7,203400; 8,499200; 14,988700; 12,381100; 11,177500; 
2065,487500; 7,178100; 7,014900; 7,296800; 8,463500; 14,829800; 12,274600; 11,204700; 
2066,879200; 7,427900; 7,159100; 7,575000; 8,567600; 15,227700; 12,916200; 11,497200; 
2055,618200; 7,275500; 7,932100; 7,309600; 8,722400; 15,206800; 12,452900; 11,593100; 
2060,683600; 7,689400; 7,168900; 7,488500; 8,520200; 15,424900; 12,923900; 11,396400; 
2056,990700; 7,381200; 7,170400; 7,507300; 8,563700; 15,262200; 12,913100; 11,089600; 
2067,900000; 7,304300; 7,156600; 7,474700; 8,495000; 15,985800; 12,554600; 11,241200; 
2055,826900; 7,335300; 7,268800; 7,436000; 8,606500; 15,246000; 12,699900; 11,179100; 
2050,732500; 7,322200; 7,254400; 7,420300; 8,619600; 15,302400; 12,585600; 11,284900; 
2073,391900; 7,397500; 7,192700; 8,235700; 9,133500; 15,225800; 12,731400; 11,456600; 
2062,213700; 7,348700; 7,130500; 7,370600; 8,559400; 15,207900; 12,986100; 11,278100; 
2078,050300; 7,391200; 7,342200; 7,361900; 8,580700; 15,522700; 12,729400; 11,666400; 
2065,241000; 7,300500; 7,123700; 7,488600; 8,532200; 15,437400; 12,788300; 11,522400; 
2049,413100; 7,259900; 7,234400; 7,418000; 8,688000; 15,304000; 12,614800; 11,256100; 
2066,761700; 7,442700; 7,179300; 7,466700; 8,628700; 15,246400; 12,922600; 11,515600; 
2072,405100; 7,422300; 7,064400; 7,619100; 8,572000; 15,181200; 12,718000; 11,404000; 
2087,758400; 7,615000; 7,450500; 7,984700; 8,848500; 15,793700; 12,728100; 12,002700; 
2073,758600; 7,391300; 7,158500; 7,365500; 8,927600; 15,358200; 12,876000; 11,613400; 
2061,311700; 7,455800; 7,161800; 7,672300; 8,530200; 15,292700; 12,888800; 11,625800; 
2067,810900; 7,329900; 7,246000; 7,385500; 8,632800; 15,237500; 12,677300; 11,301500; 
2078,169900; 7,541500; 7,139700; 7,487800; 8,560700; 15,242200; 12,857100; 11,214700; 
2049,589500; 7,378200; 7,088300; 8,069100; 8,701400; 15,331700; 12,855200; 11,543000; 
2063,853000; 7,212700; 7,028600; 7,449000; 8,492800; 15,038700; 12,730700; 11,162300; 
2060,993700; 7,462600; 7,281600; 7,383200; 8,617200; 15,423500; 12,823700; 11,771800; 
