Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
0,239500; 6364,041500; 6356,792000; 3,074100; 7,603700; 16,225100; 3,702900; 2,377600; 
0,239600; 6376,320200; 6332,394400; 2,996700; 7,496600; 16,146000; 3,702800; 2,331600; 
0,248300; 6395,587700; 6357,693100; 2,931600; 7,352500; 16,349800; 3,886000; 2,331300; 
0,246200; 6361,981200; 6351,834100; 2,950700; 7,107800; 16,250900; 3,890300; 2,331400; 
0,239900; 6388,518600; 6333,126400; 3,300900; 6,840200; 16,101100; 3,702000; 2,338700; 
0,244400; 6356,407000; 6340,920400; 2,922200; 6,306200; 16,187300; 3,706400; 2,554300; 
0,239100; 6381,027800; 6357,950600; 2,908300; 6,266300; 16,834400; 3,805900; 2,391900; 
0,251600; 6398,317600; 6339,438800; 2,939600; 7,255900; 16,136300; 3,977200; 2,343100; 
0,240800; 6380,344600; 6334,091500; 2,974700; 7,197100; 16,485200; 3,944000; 2,390800; 
0,245000; 6382,102000; 6330,681600; 3,014600; 7,303900; 16,463500; 3,855300; 2,406300; 
0,244300; 6414,939200; 6344,765900; 2,998600; 8,018400; 16,434400; 3,821400; 2,380200; 
0,244600; 6380,159900; 6347,059200; 2,941100; 7,461100; 16,405600; 3,832700; 2,409800; 
0,244700; 6385,688900; 6330,726700; 3,095100; 7,375400; 18,358100; 3,792600; 2,411300; 
0,271400; 6408,725900; 6349,188700; 3,023800; 6,721600; 16,357700; 3,701600; 2,328600; 
0,247300; 6381,133800; 6364,684400; 2,927400; 6,443200; 16,156900; 3,829200; 2,333700; 
0,239200; 6367,742800; 6338,144500; 2,928300; 7,330100; 16,174400; 3,914300; 2,328700; 
0,248300; 6404,103900; 6349,698800; 2,946400; 7,396000; 16,641800; 3,792100; 2,391300; 
0,253500; 6381,112500; 6353,768400; 2,941000; 7,439800; 16,153000; 3,733900; 2,367400; 
0,245700; 6377,928400; 6343,756400; 3,003500; 7,588200; 16,426200; 3,791900; 2,395000; 
0,286200; 6376,108100; 6340,020600; 2,924800; 7,562300; 16,066500; 3,709400; 2,345000; 
0,248600; 6388,302000; 6346,737200; 3,109900; 6,682900; 16,403900; 3,801900; 2,395700; 
0,253000; 6402,751000; 6334,055800; 3,626200; 7,083800; 16,526600; 3,870800; 2,399300; 
0,244600; 6378,471800; 6354,177500; 2,975300; 7,550400; 16,489400; 3,864900; 2,331600; 
0,253300; 6390,442600; 6335,641300; 3,154100; 7,210800; 16,071100; 3,700000; 2,331600; 
0,238000; 6399,857600; 6336,762200; 2,976700; 7,532800; 16,287100; 3,713200; 2,333800; 
0,259900; 6379,828600; 6357,410200; 3,015700; 7,565700; 16,356600; 3,754700; 2,336700; 
0,247700; 6404,748500; 6331,710600; 3,228500; 7,295500; 16,082400; 3,700500; 2,332400; 
0,249700; 6367,738100; 6341,466800; 2,935700; 7,504200; 16,270800; 3,696300; 2,339100; 
0,249400; 6364,180400; 6367,990000; 3,753300; 7,975200; 17,978500; 3,802700; 2,394500; 
0,370000; 6386,468200; 6348,127300; 2,962000; 7,294100; 16,161200; 3,707200; 2,332800; 
0,247700; 6369,629400; 6341,181100; 2,935800; 7,511600; 16,134800; 3,700700; 2,327600; 
0,336400; 6365,294000; 6346,644100; 3,405400; 8,426500; 16,471100; 3,804600; 2,394300; 
0,246600; 6405,373800; 6339,170700; 2,931800; 7,246400; 16,257600; 3,888200; 2,472200; 
0,296300; 6361,177100; 6367,659600; 2,934100; 8,056500; 16,391100; 3,711900; 2,337100; 
0,248700; 6411,303300; 6339,822700; 3,068500; 7,125100; 16,094300; 3,704200; 2,333700; 
0,247100; 6440,393000; 6343,589500; 2,958200; 7,297900; 16,292600; 3,711500; 2,367200; 
0,284000; 6390,613300; 6336,320000; 3,000500; 7,464400; 16,423000; 3,795600; 2,391700; 
0,353100; 6386,236700; 6343,521000; 3,003100; 6,941800; 16,478900; 3,806200; 2,404100; 
0,253600; 6369,558300; 6346,943600; 2,963400; 7,491800; 16,224100; 3,770400; 2,365500; 
0,325100; 6385,594500; 6359,897200; 2,938000; 7,454600; 17,224300; 3,738200; 2,336700; 
