Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
253,257700; 228,670000; 229,536600; 0,538800; 1,095900; 2,504200; 0,804400; 0,549000; 
253,510300; 230,733700; 229,062500; 0,535800; 0,937500; 2,883300; 0,794900; 0,555300; 
258,817500; 229,551600; 224,582700; 0,532000; 1,006800; 2,489100; 0,794400; 0,625400; 
257,639900; 232,418900; 231,529100; 0,553000; 1,188000; 2,878200; 0,818200; 0,565600; 
256,285600; 228,819000; 228,634900; 0,554200; 0,999800; 2,549700; 0,798700; 0,549400; 
257,482800; 229,035500; 231,412600; 0,542100; 1,009600; 2,496100; 0,797700; 0,560100; 
254,140500; 228,423900; 226,342700; 0,539400; 1,070500; 2,903800; 1,342500; 0,543000; 
255,612000; 229,356500; 227,301900; 0,551200; 1,096900; 2,564800; 0,822100; 0,563800; 
253,460300; 226,719900; 224,821300; 0,763300; 1,628900; 3,004000; 0,802600; 0,553700; 
255,613300; 229,262600; 229,507700; 0,551100; 1,136300; 2,556600; 0,820300; 0,564200; 
254,321900; 228,633300; 225,727700; 0,535400; 1,034200; 2,493200; 0,794000; 0,553400; 
253,616900; 230,998200; 226,331500; 0,583600; 1,038300; 2,498300; 0,797900; 0,546800; 
254,340500; 230,956500; 229,893100; 0,537300; 1,031400; 2,639800; 0,798500; 0,548400; 
252,629800; 226,634200; 223,047600; 0,538600; 1,081600; 2,618200; 0,791500; 0,543900; 
254,893000; 230,197600; 225,621500; 0,536800; 1,066400; 2,494200; 0,795200; 0,551500; 
251,828200; 229,203600; 225,386500; 0,536100; 1,090600; 2,572600; 0,799900; 0,550800; 
258,862300; 231,548900; 228,856700; 0,540500; 1,071100; 2,824900; 0,800400; 0,550300; 
253,510200; 228,605800; 226,613100; 0,667900; 0,993500; 2,494800; 0,795000; 0,549100; 
252,124700; 230,214900; 227,595400; 0,536900; 0,979700; 2,491800; 0,791700; 0,556800; 
252,484000; 227,786100; 226,514100; 0,540000; 0,921200; 2,490300; 0,798600; 0,549000; 
253,034600; 229,413100; 225,585000; 0,565100; 1,071800; 2,550700; 0,813500; 0,569300; 
256,241800; 230,561800; 230,592300; 0,559300; 0,989500; 2,559700; 0,825300; 0,568800; 
253,087200; 230,673000; 227,259700; 0,563400; 1,031400; 2,561700; 0,810900; 0,569600; 
254,566100; 229,131600; 227,197400; 0,543900; 1,087800; 2,552900; 0,814000; 0,569900; 
252,382200; 225,949700; 225,231400; 0,530700; 1,073700; 2,484100; 0,816600; 0,553200; 
256,891500; 231,470500; 226,789300; 0,539800; 1,095600; 2,604200; 0,791500; 0,554900; 
252,832500; 227,983700; 228,791800; 0,540200; 1,010000; 2,519300; 0,790900; 0,549400; 
255,158500; 232,239400; 229,444000; 0,535900; 1,060600; 2,495000; 0,799200; 0,548000; 
257,791500; 232,647000; 230,028100; 0,540800; 1,054900; 2,492100; 0,795000; 0,552700; 
257,254600; 231,213500; 229,864900; 0,536200; 1,052600; 2,495100; 0,793800; 0,553700; 
257,131000; 231,381100; 227,743100; 0,557600; 1,150500; 2,579900; 0,812700; 0,564400; 
254,539700; 227,993400; 226,262400; 0,538200; 1,053400; 2,505600; 0,793400; 0,554400; 
253,477700; 226,566000; 226,683700; 0,537600; 1,046700; 2,490600; 0,921900; 0,549200; 
253,518400; 228,848400; 225,511400; 0,544100; 0,918900; 2,494400; 0,795800; 0,549300; 
251,795000; 228,511800; 226,972400; 0,538100; 0,984500; 2,495800; 0,790100; 0,547600; 
255,263300; 230,844900; 232,445700; 0,549300; 0,959700; 2,561600; 0,810600; 0,561800; 
252,950900; 231,654300; 226,167300; 0,543100; 0,936000; 2,490800; 0,798400; 0,547900; 
254,630500; 228,083000; 229,143600; 0,552100; 0,992000; 2,553000; 0,819500; 0,559000; 
254,372100; 230,461400; 229,694900; 0,548900; 1,152100; 2,559100; 0,812600; 0,560700; 
252,514800; 229,427300; 227,024000; 0,540500; 1,128400; 2,491300; 0,793600; 0,548800; 
