Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
7362,508000; 6509,342300; 6547,426600; 3,438100; 5121,428100; 15,846100; 5,297800; 3,634800; 
7380,193400; 6581,119000; 6510,700000; 3,402600; 4245,206800; 16,099100; 5,286100; 3,656500; 
7397,423800; 6575,898600; 6493,332600; 3,448000; 4863,042900; 15,763000; 5,621200; 3,650300; 
7610,262900; 6508,389700; 6495,874800; 3,393700; 4608,161700; 16,276400; 5,434900; 3,674500; 
7431,078900; 6506,440000; 6532,480600; 3,466400; 4865,186400; 16,226100; 5,362100; 3,657400; 
7412,976000; 6541,548000; 6527,068000; 3,477100; 3417,879700; 15,834000; 5,285300; 3,652800; 
7361,960700; 6560,100100; 6502,654500; 3,335800; 3824,437400; 15,817800; 5,322400; 3,644500; 
7551,444000; 6520,852700; 6511,252400; 3,375000; 5911,408900; 16,260600; 5,873500; 3,651900; 
7574,088600; 6517,724700; 6542,324500; 3,435100; 4602,639100; 15,878600; 5,285000; 3,750600; 
7394,794300; 6515,347800; 6545,124000; 3,361300; 4052,684600; 15,964600; 5,280200; 3,647100; 
7368,486700; 6574,854700; 6498,371000; 3,331100; 4459,667300; 15,861300; 5,622100; 3,662300; 
7526,967200; 6537,541300; 6495,868400; 3,353200; 3750,163100; 15,722100; 5,295100; 3,634600; 
7494,523400; 6497,983800; 6498,603300; 3,374700; 4936,172700; 15,971600; 5,538400; 3,707900; 
7388,526400; 6507,416100; 6564,139400; 3,385400; 4289,372000; 15,779300; 5,283900; 3,649700; 
7390,536600; 6548,166200; 6519,046300; 3,407500; 3419,154900; 15,739900; 5,290200; 3,632700; 
7397,032500; 6582,544500; 6486,399000; 3,362700; 5144,980100; 15,874900; 5,319500; 3,648800; 
7612,016900; 6513,697200; 6501,503700; 3,433800; 3049,756700; 16,455100; 5,327200; 3,648800; 
7513,862000; 6508,023100; 6537,595500; 3,376900; 3656,321200; 15,796900; 5,294500; 3,665600; 
7391,265600; 6511,164500; 6622,633100; 3,456300; 3695,107000; 15,813600; 5,413300; 3,683300; 
7402,676300; 6556,428300; 6545,841100; 3,389500; 3611,558200; 15,761400; 5,298500; 3,639200; 
7377,673000; 6613,931500; 6505,130500; 3,350600; 3526,829500; 16,032500; 5,434700; 3,668700; 
7623,985500; 6536,357100; 6503,239500; 3,355100; 3787,594600; 16,206900; 5,306800; 3,708700; 
7569,278100; 6493,822900; 6527,235800; 3,417700; 3705,835500; 15,797400; 5,314700; 3,643400; 
7408,210200; 6516,362400; 6560,331500; 3,366400; 3255,038000; 15,849500; 5,313900; 3,653200; 
7383,862200; 6557,303500; 6531,449700; 3,361900; 3965,408900; 16,252900; 5,394200; 3,673700; 
7586,447100; 6597,533600; 6506,025000; 3,365700; 4208,319100; 15,886800; 5,326700; 3,662300; 
7596,168400; 6531,747600; 6498,665400; 3,359800; 3051,693600; 16,338600; 5,545100; 3,717400; 
7600,515900; 6507,616300; 6519,317700; 3,524100; 4442,896300; 15,945100; 5,355400; 3,645700; 
7403,139200; 6506,249700; 6565,464000; 4,783900; 3317,464300; 15,903400; 5,284800; 3,713600; 
7395,548400; 6540,696900; 6531,996400; 3,368500; 3752,134900; 16,242700; 5,318900; 3,747600; 
7424,261100; 6550,220200; 6499,656100; 3,343900; 3351,844100; 16,394400; 5,596100; 3,657800; 
7616,230100; 6510,939800; 6501,824800; 3,358900; 3653,931300; 16,630100; 5,408500; 3,654000; 
7495,786200; 6500,028800; 6517,800800; 3,513500; 2378,305200; 16,817400; 5,843800; 3,764500; 
10937,998800; 6896,766800; 6569,050000; 3,405300; 2459,404600; 15,769900; 5,284000; 3,647100; 
7430,507200; 6556,919700; 6522,082200; 3,362400; 3574,724500; 15,923100; 5,527100; 3,659900; 
7439,050900; 6553,222100; 6503,292600; 3,352700; 4475,571500; 16,054500; 5,301000; 3,636800; 
7618,204300; 6505,218800; 6504,568900; 3,377300; 3322,839600; 16,351100; 5,291900; 3,704000; 
7488,195700; 6507,102700; 6521,355000; 3,607700; 4778,006900; 16,323400; 5,571900; 3,644700; 
7386,351000; 6502,515800; 6594,664200; 3,371100; 2939,782500; 19,198800; 7,219600; 3,659800; 
7659,904200; 6509,629700; 6517,568900; 3,353000; 2617,832000; 15,892500; 5,281100; 3,661400; 
