Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
705,710100; 627,442800; 628,368900; 0,933000; 1,679600; 4,413100; 1,457700; 0,984400; 
708,283900; 634,746400; 627,233800; 0,936100; 1,626400; 4,321400; 1,452900; 0,991100; 
706,986700; 629,388100; 628,871900; 0,957000; 1,775500; 4,446700; 1,489400; 1,015900; 
711,217000; 626,353000; 631,834200; 0,945500; 1,727800; 4,324000; 1,455600; 0,990400; 
704,003300; 625,424800; 630,831400; 0,970300; 1,725700; 4,435500; 1,492900; 1,029600; 
707,566100; 628,539600; 630,005700; 1,138400; 1,858400; 4,867400; 1,496300; 1,016200; 
715,546200; 635,490200; 631,590700; 0,940300; 1,658000; 4,334700; 1,764700; 0,988800; 
705,250400; 627,484200; 626,390700; 0,963800; 1,830100; 4,455300; 1,499100; 1,012600; 
704,716400; 630,241900; 622,411500; 0,951100; 1,782300; 4,320400; 1,454900; 0,982200; 
702,236100; 629,870000; 637,252200; 1,004000; 2,048700; 5,010400; 1,745400; 1,041500; 
707,784900; 624,094500; 634,306900; 0,987400; 1,759800; 4,431000; 1,486800; 1,012500; 
707,653800; 636,399700; 626,039300; 0,948000; 1,682800; 4,319400; 1,475000; 0,983800; 
705,161200; 629,376100; 638,552100; 0,964500; 2,276700; 4,446100; 1,494700; 1,008700; 
731,873100; 637,488900; 627,286400; 0,938900; 1,791300; 4,368700; 2,181100; 1,023700; 
724,932500; 628,322300; 627,490900; 0,959000; 1,810500; 4,578700; 1,491700; 1,007700; 
705,424700; 631,270600; 626,905300; 0,942900; 1,808100; 4,422900; 1,454000; 0,982700; 
707,341500; 635,063200; 626,482200; 0,955900; 1,789700; 4,429900; 1,531700; 1,015600; 
704,510500; 630,288500; 628,756400; 0,936100; 1,608400; 4,427600; 1,456000; 1,129700; 
710,541900; 628,024700; 627,074300; 0,937000; 1,671900; 4,314400; 1,452600; 0,990600; 
714,506800; 628,311200; 624,683500; 0,935700; 1,712400; 4,318400; 1,461300; 0,989700; 
707,157000; 633,263500; 625,286200; 0,939100; 1,725600; 4,470500; 1,456200; 0,989300; 
708,577500; 632,121700; 634,277100; 0,938100; 1,719400; 4,319500; 1,668600; 0,984100; 
711,669200; 626,242400; 631,096400; 0,936300; 2,260200; 4,331300; 1,460700; 0,991600; 
705,541900; 626,051300; 630,113200; 0,963100; 1,646000; 4,432300; 1,486400; 1,016300; 
706,083200; 627,204600; 628,916100; 0,940700; 1,698500; 4,322500; 1,593800; 0,990600; 
706,121700; 628,209900; 626,276800; 0,945800; 1,892800; 4,353900; 1,458300; 0,988300; 
702,779200; 629,379400; 632,863100; 0,963700; 1,850100; 4,442500; 1,487300; 1,011300; 
703,869000; 629,308100; 628,198900; 0,969400; 1,803200; 4,427900; 1,487900; 1,012400; 
708,921100; 627,485200; 624,237200; 0,937300; 1,783200; 4,365600; 1,688200; 0,991600; 
705,146200; 631,764800; 626,241400; 0,963800; 1,617100; 4,434900; 1,643300; 1,020700; 
731,171500; 634,487800; 624,507500; 0,981100; 1,739000; 4,426400; 1,491000; 1,007100; 
715,306300; 634,129700; 631,916000; 0,961800; 2,036500; 4,424400; 1,490200; 1,006800; 
704,663500; 630,798100; 625,516100; 0,937200; 1,750800; 4,317000; 1,454700; 1,158700; 
709,677700; 629,557600; 621,586500; 0,942300; 629,120600; 4,567000; 1,449800; 0,986700; 
706,073300; 625,414000; 630,834300; 0,940900; 628,209200; 4,443800; 1,452800; 1,008400; 
705,123900; 628,935600; 630,560500; 0,936900; 623,940400; 4,530000; 1,454700; 0,986000; 
709,155700; 626,199800; 627,833900; 0,939200; 623,587000; 4,430700; 1,492000; 1,012400; 
704,146000; 627,079100; 628,616200; 0,973200; 623,684900; 4,466400; 1,453400; 0,989100; 
703,307300; 638,488400; 637,409000; 1,045400; 630,632900; 4,436700; 1,491700; 1,006900; 
721,332200; 628,987300; 630,860500; 0,936900; 626,757200; 4,521800; 1,494200; 1,013200; 
