Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
422,168500; 5737,796000; 2806,955300; 5,244900; 8,628800; 18,974000; 7,881800; 6,229700; 
420,572300; 5736,985100; 2799,968400; 5,192700; 8,357300; 19,208400; 7,911800; 6,245600; 
446,679700; 5742,722100; 2810,492000; 5,325600; 8,914700; 19,175200; 7,842200; 6,162000; 
423,568100; 5728,557900; 2808,889100; 5,385600; 7,922700; 18,960700; 7,913200; 6,225400; 
422,889100; 5720,579100; 2808,390700; 5,274900; 9,134700; 20,212200; 8,903100; 6,306600; 
423,557500; 5761,632900; 2801,092100; 5,248100; 8,429200; 18,927200; 7,864700; 6,582100; 
423,316900; 5731,395400; 2811,991100; 5,255300; 8,534600; 19,194900; 7,843300; 6,359000; 
424,557500; 5752,251000; 2819,157100; 5,218500; 8,278000; 19,036300; 7,918400; 6,272700; 
429,040900; 5733,057000; 2808,023800; 5,297100; 8,418700; 18,973600; 7,920800; 6,201800; 
423,552800; 5727,845300; 2811,978900; 5,267700; 8,756900; 19,134600; 7,892100; 6,255500; 
424,021500; 5748,800400; 2818,359200; 5,222800; 8,471000; 18,972100; 7,900400; 6,155300; 
424,875700; 5733,975200; 2836,862600; 5,252200; 8,612400; 19,436800; 8,109500; 6,249400; 
440,056900; 5722,826300; 2789,557800; 5,471500; 8,142600; 19,161900; 7,736700; 6,117100; 
424,641200; 5705,293000; 2793,726700; 5,324200; 8,070800; 19,756800; 8,062200; 6,293200; 
423,501400; 5721,103700; 2801,315800; 5,219200; 8,339500; 18,938700; 7,810600; 6,282600; 
424,505000; 5738,683100; 2801,166200; 5,247500; 8,765600; 18,947500; 7,918100; 6,237700; 
425,532800; 5749,017600; 2800,736300; 5,448600; 8,692400; 19,529500; 8,827000; 6,138900; 
424,761100; 5722,746500; 2807,119500; 5,580500; 9,294400; 20,303900; 8,001200; 6,216500; 
427,519100; 5730,194200; 2811,431800; 5,291600; 8,325200; 19,255900; 7,881400; 6,185700; 
428,140500; 5750,354300; 2808,959900; 5,120500; 8,057100; 19,155100; 7,838400; 6,305300; 
428,100300; 5792,001900; 2798,805500; 5,284000; 8,391000; 18,964300; 7,721200; 6,372400; 
425,407300; 5734,249200; 2817,852100; 5,520200; 8,591200; 19,309800; 7,872200; 6,215700; 
429,906500; 5746,207900; 2814,159500; 5,221200; 8,539900; 19,048100; 8,071000; 6,209900; 
422,346200; 5741,214600; 2804,813300; 5,250600; 8,030100; 19,062600; 7,879900; 6,168000; 
421,630600; 5726,249200; 2799,960000; 5,219800; 8,161400; 19,250500; 8,098100; 6,191600; 
422,326200; 5738,476400; 2799,740800; 5,196600; 8,601400; 19,011700; 7,923000; 6,196100; 
418,755600; 5700,719800; 2847,209300; 5,304100; 8,556700; 19,024600; 7,845300; 6,335700; 
433,142100; 5737,938500; 2788,003700; 5,404900; 8,283800; 19,059900; 8,028700; 6,201200; 
426,499300; 5744,530000; 2818,211200; 5,351400; 7,873300; 19,080000; 7,824500; 6,304500; 
425,042900; 5723,442400; 2786,252400; 5,198400; 8,768000; 18,994700; 7,867500; 6,265400; 
424,567700; 5722,529300; 2800,843900; 5,380400; 8,765800; 19,731600; 7,897900; 6,220500; 
424,825700; 5742,588000; 2803,199200; 5,271800; 8,299600; 19,344400; 8,129600; 6,580100; 
434,386900; 5733,060200; 2800,987900; 5,244600; 8,799200; 19,559400; 8,035800; 6,214700; 
426,214900; 5719,616300; 2811,193600; 5,303400; 7,967100; 19,119000; 7,887300; 6,277800; 
421,208200; 5725,241900; 2784,454500; 5,089900; 8,267000; 18,996400; 7,800100; 6,032100; 
421,634700; 5625,837800; 2783,793200; 5,228900; 8,367900; 18,860600; 7,679200; 6,571900; 
418,638800; 5611,906600; 2771,468200; 5,280300; 8,287800; 19,048200; 7,817600; 6,250600; 
422,373800; 5668,236100; 2763,948900; 5,177900; 8,529700; 18,598400; 7,655600; 6,179900; 
417,600200; 5631,257900; 2764,419100; 5,081300; 8,160100; 18,519000; 7,692200; 6,259400; 
419,613900; 5637,242100; 2762,453600; 5,200900; 8,487800; 18,929400; 7,954500; 6,261400; 
