Insert; QS pivot left; QS pivot right; QS pivot middle; QS pivot random; Heap; ShellBasic; ShellKnuth;
1018,537600; 900,996800; 900,696700; 1,133200; 895,517700; 5,274600; 1,715400; 1,326000; 
1026,210200; 907,955100; 908,903800; 1,160000; 900,011700; 5,272300; 1,717000; 1,260500; 
1016,336300; 900,695000; 903,457800; 1,136300; 883,617600; 5,274900; 1,716100; 1,264300; 
1014,739300; 909,808500; 905,791800; 1,163900; 889,043700; 5,310900; 1,721200; 1,442400; 
1020,686200; 906,184500; 900,452800; 1,153300; 886,894800; 5,267800; 1,753700; 1,325500; 
1023,111200; 903,633200; 901,230600; 1,136300; 877,324300; 5,283700; 1,725900; 1,260200; 
1016,608500; 904,528800; 902,131100; 1,159500; 900,238300; 5,407300; 1,779700; 1,296800; 
1018,623500; 903,657300; 898,995800; 1,157900; 877,576700; 5,398800; 1,756200; 1,293900; 
1026,457900; 902,726900; 898,303900; 1,159300; 885,025700; 5,265800; 1,717600; 1,412400; 
1016,855000; 902,642700; 902,262300; 1,150400; 868,495900; 5,283000; 1,718900; 1,346500; 
1014,974000; 897,910800; 897,083500; 1,157900; 877,878800; 5,424000; 1,754500; 1,298900; 
1016,166300; 908,307400; 915,002200; 1,165300; 876,463500; 5,572000; 1,715800; 1,255300; 
1008,237700; 898,546300; 905,534300; 1,132300; 884,684900; 5,275600; 1,713200; 1,256600; 
1008,901600; 903,162600; 904,447700; 1,125500; 862,324400; 5,396600; 1,751900; 1,347500; 
1013,868600; 899,574000; 901,978700; 1,135700; 871,658500; 5,444900; 1,756800; 1,286600; 
1017,466700; 896,731100; 901,030000; 1,137800; 887,079700; 5,397700; 1,716600; 1,264100; 
1016,158300; 904,238100; 901,685200; 1,135900; 886,098600; 5,439800; 1,756700; 1,292800; 
1021,437800; 908,269500; 899,176500; 1,229900; 882,316400; 5,441500; 1,705000; 1,261500; 
1009,576600; 899,158500; 897,795400; 1,132100; 886,096000; 5,939400; 1,796900; 1,290800; 
1011,191300; 907,005500; 904,422700; 1,132500; 889,871700; 5,606400; 1,755400; 1,296400; 
1016,612100; 900,602400; 904,584700; 1,130600; 884,766500; 5,456600; 1,709000; 1,259700; 
1014,705300; 908,495400; 904,428800; 1,129200; 857,338400; 5,449300; 1,765900; 1,293800; 
1013,629200; 899,533300; 898,787100; 1,231700; 877,542000; 5,307300; 1,824400; 1,349000; 
1010,900200; 896,055700; 899,031100; 1,136800; 843,432700; 5,291500; 1,714600; 1,259100; 
1010,210000; 902,097100; 901,664400; 1,151900; 874,404200; 5,274300; 1,741600; 1,457900; 
1011,575600; 907,285400; 899,785200; 1,155700; 879,221000; 5,267800; 1,716200; 1,256700; 
1050,222900; 912,048800; 908,916600; 1,173700; 843,136600; 5,265500; 1,820700; 1,298100; 
1012,787800; 898,884500; 908,372700; 1,129900; 839,074100; 5,403400; 1,817900; 1,288900; 
1015,282200; 898,347100; 896,091000; 1,276300; 862,959400; 5,373500; 1,765300; 1,260700; 
1008,326800; 906,733800; 901,652100; 1,133500; 876,399400; 5,390300; 1,712300; 1,261000; 
1014,751800; 898,582200; 901,675600; 1,132900; 831,218100; 5,288900; 1,714200; 1,255800; 
1026,988200; 918,077800; 905,335100; 1,134800; 869,592600; 5,263100; 1,710500; 1,264200; 
1011,082200; 897,330600; 904,289500; 1,133300; 879,939300; 5,297400; 1,716400; 1,261800; 
1016,020700; 901,023500; 894,943000; 1,146300; 871,220500; 5,321100; 1,714800; 1,262600; 
1020,019200; 900,673300; 899,922100; 1,131800; 870,321200; 5,282600; 1,711200; 1,266700; 
1017,942800; 904,300100; 913,604000; 1,134100; 860,559200; 5,457100; 1,810500; 1,301000; 
1021,922300; 906,284300; 901,699400; 1,162400; 819,462800; 5,407500; 1,717300; 1,263300; 
1019,397300; 904,313500; 909,646100; 1,132000; 824,984100; 5,287600; 1,835700; 1,261800; 
1020,031900; 901,541300; 892,185100; 1,129500; 847,097500; 5,380200; 1,722900; 1,260900; 
1013,495800; 907,309100; 901,819000; 1,141800; 865,484200; 5,279000; 2,015500; 1,263800; 
